n,Time_t0,Time_t1
218,4.00003045797348e-07,1.9998697098344564e-07
219,4.00003045797348e-07,3.00002284348011e-07
220,4.00003045797348e-07,3.00002284348011e-07
221,4.00003045797348e-07,3.00002284348011e-07
222,4.00003045797348e-07,3.00002284348011e-07
223,4.00003045797348e-07,2.9998773243278265e-07
224,3.9998849388211966e-07,3.00002284348011e-07
225,4.00003045797348e-07,3.00002284348011e-07
226,4.00003045797348e-07,3.00002284348011e-07
227,3.9998849388211966e-07,3.00002284348011e-07
228,4.00003045797348e-07,2.9998773243278265e-07
229,5.00003807246685e-07,3.00002284348011e-07
230,1.8999999156221747e-06,3.00002284348011e-07
231,5.999900167807937e-07,3.00002284348011e-07
232,5.00003807246685e-07,3.00002284348011e-07
233,5.999900167807937e-07,3.00002284348011e-07
234,4.00003045797348e-07,2.00001522898674e-07
235,4.00003045797348e-07,2.00001522898674e-07
236,5.00003807246685e-07,2.00001522898674e-07
237,4.00003045797348e-07,1.9998697098344564e-07
238,4.00003045797348e-07,2.00001522898674e-07
239,3.9998849388211966e-07,2.00001522898674e-07
240,4.00003045797348e-07,2.00001522898674e-07
241,4.00003045797348e-07,3.00002284348011e-07
242,3.9998849388211966e-07,2.9998773243278265e-07
243,4.00003045797348e-07,3.00002284348011e-07
244,4.00003045797348e-07,3.00002284348011e-07
245,4.00003045797348e-07,3.00002284348011e-07
246,4.00003045797348e-07,3.00002284348011e-07
247,4.00003045797348e-07,3.00002284348011e-07
248,4.00003045797348e-07,3.00002284348011e-07
249,3.9998849388211966e-07,4.00003045797348e-07
250,4.00003045797348e-07,1.6999983927235007e-06
251,4.00003045797348e-07,4.00003045797348e-07
252,3.9998849388211966e-07,3.9998849388211966e-07
253,4.00003045797348e-07,3.00002284348011e-07
254,4.00003045797348e-07,3.00002284348011e-07
255,4.999892553314567e-07,3.00002284348011e-07
256,4.00003045797348e-07,2.9998773243278265e-07
257,4.00003045797348e-07,3.00002284348011e-07
258,3.9998849388211966e-07,3.00002284348011e-07
259,4.00003045797348e-07,3.00002284348011e-07
260,4.00003045797348e-07,3.00002284348011e-07
261,4.00003045797348e-07,2.9998773243278265e-07
262,4.00003045797348e-07,3.00002284348011e-07
263,4.00003045797348e-07,3.00002284348011e-07
264,4.00003045797348e-07,3.00002284348011e-07
265,3.9998849388211966e-07,2.00001522898674e-07
266,4.00003045797348e-07,2.00001522898674e-07
267,4.00003045797348e-07,3.00002284348011e-07
268,3.9998849388211966e-07,3.00002284348011e-07
269,4.00003045797348e-07,3.00002284348011e-07
270,4.00003045797348e-07,3.00002284348011e-07
271,4.00003045797348e-07,3.00002284348011e-07
272,4.00003045797348e-07,3.00002284348011e-07
273,4.00003045797348e-07,3.00002284348011e-07
274,3.9998849388211966e-07,2.9998773243278265e-07
275,5.00003807246685e-07,3.00002284348011e-07
276,4.00003045797348e-07,3.00002284348011e-07
277,3.9998849388211966e-07,3.00002284348011e-07
278,4.00003045797348e-07,3.00002284348011e-07
279,4.00003045797348e-07,2.9998773243278265e-07
280,3.9998849388211966e-07,3.00002284348011e-07
281,4.00003045797348e-07,3.00002284348011e-07
282,4.00003045797348e-07,3.00002284348011e-07
283,4.00003045797348e-07,3.00002284348011e-07
284,4.00003045797348e-07,2.9998773243278265e-07
285,4.00003045797348e-07,3.00002284348011e-07
286,4.00003045797348e-07,3.00002284348011e-07
287,3.9998849388211966e-07,3.00002284348011e-07
288,4.00003045797348e-07,3.00002284348011e-07
289,4.00003045797348e-07,3.00002284348011e-07
290,3.9998849388211966e-07,3.00002284348011e-07
291,4.00003045797348e-07,3.00002284348011e-07
292,4.00003045797348e-07,3.00002284348011e-07
293,4.00003045797348e-07,2.00001522898674e-07
294,4.00003045797348e-07,2.00001522898674e-07
295,4.00003045797348e-07,2.00001522898674e-07
296,4.00003045797348e-07,2.00001522898674e-07
297,3.9998849388211966e-07,2.00001522898674e-07
298,4.00003045797348e-07,2.00001522898674e-07
299,4.00003045797348e-07,2.00001522898674e-07
300,3.9998849388211966e-07,2.00001522898674e-07
301,4.00003045797348e-07,3.00002284348011e-07
302,4.00003045797348e-07,3.00002284348011e-07
303,4.00003045797348e-07,2.9998773243278265e-07
304,4.00003045797348e-07,3.00002284348011e-07
305,4.00003045797348e-07,3.00002284348011e-07
306,5.00003807246685e-07,3.00002284348011e-07
307,3.9998849388211966e-07,3.00002284348011e-07
308,4.00003045797348e-07,2.9998773243278265e-07
309,4.00003045797348e-07,3.00002284348011e-07
310,4.00003045797348e-07,3.00002284348011e-07
311,5.00003807246685e-07,3.00002284348011e-07
312,3.9998849388211966e-07,2.9998773243278265e-07
313,4.00003045797348e-07,3.00002284348011e-07
314,4.00003045797348e-07,3.00002284348011e-07
315,3.9998849388211966e-07,3.00002284348011e-07
316,4.00003045797348e-07,2.00001522898674e-07
317,4.00003045797348e-07,1.9998697098344564e-07
318,4.00003045797348e-07,2.00001522898674e-07
319,4.00003045797348e-07,2.00001522898674e-07
320,4.00003045797348e-07,2.00001522898674e-07
321,4.00003045797348e-07,2.00001522898674e-07
322,3.9998849388211966e-07,2.9998773243278265e-07
323,4.00003045797348e-07,3.00002284348011e-07
324,4.00003045797348e-07,3.00002284348011e-07
325,3.9998849388211966e-07,3.00002284348011e-07
326,4.00003045797348e-07,3.00002284348011e-07
327,4.00003045797348e-07,3.00002284348011e-07
328,4.00003045797348e-07,3.00002284348011e-07
329,4.00003045797348e-07,3.00002284348011e-07
330,4.00003045797348e-07,3.00002284348011e-07
331,4.00003045797348e-07,2.9998773243278265e-07
332,3.9998849388211966e-07,3.00002284348011e-07
333,4.00003045797348e-07,3.00002284348011e-07
334,4.00003045797348e-07,3.00002284348011e-07
335,3.9998849388211966e-07,3.00002284348011e-07
336,4.00003045797348e-07,2.9998773243278265e-07
337,4.00003045797348e-07,3.00002284348011e-07
338,4.00003045797348e-07,3.00002284348011e-07
339,4.00003045797348e-07,3.00002284348011e-07
340,4.00003045797348e-07,3.00002284348011e-07
341,5.00003807246685e-07,2.9998773243278265e-07
342,3.9998849388211966e-07,2.00001522898674e-07
343,4.00003045797348e-07,2.00001522898674e-07
344,4.00003045797348e-07,2.00001522898674e-07
345,3.9998849388211966e-07,2.00001522898674e-07
346,5.00003807246685e-07,1.9998697098344564e-07
347,4.00003045797348e-07,3.00002284348011e-07
348,3.9998849388211966e-07,3.00002284348011e-07
349,4.00003045797348e-07,3.00002284348011e-07
350,4.00003045797348e-07,3.00002284348011e-07
351,5.00003807246685e-07,2.9998773243278265e-07
352,4.00003045797348e-07,3.00002284348011e-07
353,4.00003045797348e-07,3.00002284348011e-07
354,3.9998849388211966e-07,3.00002284348011e-07
355,4.00003045797348e-07,3.00002284348011e-07
356,1.5999976312741637e-06,3.00002284348011e-07
357,3.00002284348011e-07,2.00001522898674e-07
358,4.00003045797348e-07,2.00001522898674e-07
359,4.00003045797348e-07,2.00001522898674e-07
360,4.00003045797348e-07,2.00001522898674e-07
361,4.00003045797348e-07,2.00001522898674e-07
362,4.999892553314567e-07,3.00002284348011e-07
363,4.00003045797348e-07,2.00001522898674e-07
364,4.00003045797348e-07,1.9998697098344564e-07
365,3.9998849388211966e-07,3.00002284348011e-07
366,5.00003807246685e-07,3.00002284348011e-07
367,4.00003045797348e-07,3.00002284348011e-07
368,3.9998849388211966e-07,3.00002284348011e-07
369,4.00003045797348e-07,2.9998773243278265e-07
370,4.00003045797348e-07,3.00002284348011e-07
371,4.00003045797348e-07,3.00002284348011e-07
372,4.00003045797348e-07,3.00002284348011e-07
373,4.00003045797348e-07,3.00002284348011e-07
374,4.00003045797348e-07,2.9998773243278265e-07
375,4.999892553314567e-07,3.00002284348011e-07
376,4.00003045797348e-07,1.2999953469261527e-06
377,4.00003045797348e-07,4.00003045797348e-07
378,3.9998849388211966e-07,3.00002284348011e-07
379,4.00003045797348e-07,3.00002284348011e-07
380,4.00003045797348e-07,6.999907782301307e-07
381,4.00003045797348e-07,3.00002284348011e-07
382,4.00003045797348e-07,3.00002284348011e-07
383,4.00003045797348e-07,2.00001522898674e-07
384,4.00003045797348e-07,2.00001522898674e-07
385,3.9998849388211966e-07,3.00002284348011e-07
386,4.00003045797348e-07,3.00002284348011e-07
387,4.00003045797348e-07,3.00002284348011e-07
388,3.9998849388211966e-07,2.00001522898674e-07
389,4.00003045797348e-07,2.00001522898674e-07
390,4.00003045797348e-07,2.00001522898674e-07
391,4.999892553314567e-07,2.00001522898674e-07
392,4.00003045797348e-07,3.00002284348011e-07
393,4.00003045797348e-07,3.00002284348011e-07
394,4.00003045797348e-07,2.9998773243278265e-07
395,4.00003045797348e-07,3.00002284348011e-07
396,4.00003045797348e-07,3.00002284348011e-07
397,4.00003045797348e-07,3.00002284348011e-07
398,3.9998849388211966e-07,3.00002284348011e-07
399,4.00003045797348e-07,2.9998773243278265e-07
400,4.00003045797348e-07,3.00002284348011e-07
401,4.999892553314567e-07,3.00002284348011e-07
402,4.00003045797348e-07,3.00002284348011e-07
403,4.00003045797348e-07,3.00002284348011e-07
404,4.999892553314567e-07,3.00002284348011e-07
405,4.00003045797348e-07,3.00002284348011e-07
406,4.00003045797348e-07,3.00002284348011e-07
407,3.9998849388211966e-07,2.9998773243278265e-07
408,4.00003045797348e-07,3.00002284348011e-07
409,4.00003045797348e-07,2.00001522898674e-07
410,4.00003045797348e-07,3.00002284348011e-07
411,4.00003045797348e-07,2.00001522898674e-07
412,4.00003045797348e-07,1.9998697098344564e-07
413,4.00003045797348e-07,2.00001522898674e-07
414,3.9998849388211966e-07,2.00001522898674e-07
415,4.00003045797348e-07,2.00001522898674e-07
416,4.00003045797348e-07,3.00002284348011e-07
417,3.9998849388211966e-07,2.9998773243278265e-07
418,4.00003045797348e-07,3.00002284348011e-07
419,4.00003045797348e-07,3.00002284348011e-07
420,3.9998849388211966e-07,3.00002284348011e-07
421,4.00003045797348e-07,3.00002284348011e-07
422,4.00003045797348e-07,2.9998773243278265e-07
423,4.00003045797348e-07,3.00002284348011e-07
424,4.00003045797348e-07,3.00002284348011e-07
425,4.00003045797348e-07,3.00002284348011e-07
426,4.00003045797348e-07,3.00002284348011e-07
427,4.999892553314567e-07,2.9998773243278265e-07
428,4.00003045797348e-07,3.00002284348011e-07
429,4.00003045797348e-07,3.00002284348011e-07
430,3.9998849388211966e-07,3.00002284348011e-07
431,4.00003045797348e-07,3.00002284348011e-07
432,4.00003045797348e-07,3.00002284348011e-07
433,4.00003045797348e-07,3.00002284348011e-07
434,4.00003045797348e-07,2.00001522898674e-07
435,4.00003045797348e-07,2.00001522898674e-07
436,4.00003045797348e-07,2.00001522898674e-07
437,3.9998849388211966e-07,2.00001522898674e-07
438,4.00003045797348e-07,2.00001522898674e-07
439,4.00003045797348e-07,2.00001522898674e-07
440,4.999892553314567e-07,2.00001522898674e-07
441,4.00003045797348e-07,2.9998773243278265e-07
442,4.00003045797348e-07,3.00002284348011e-07
443,4.00003045797348e-07,3.00002284348011e-07
444,4.00003045797348e-07,3.00002284348011e-07
445,4.00003045797348e-07,3.00002284348011e-07
446,4.00003045797348e-07,2.9998773243278265e-07
447,3.9998849388211966e-07,3.00002284348011e-07
448,4.00003045797348e-07,3.00002284348011e-07
449,4.00003045797348e-07,3.00002284348011e-07
450,3.9998849388211966e-07,3.00002284348011e-07
451,4.00003045797348e-07,2.9998773243278265e-07
452,4.00003045797348e-07,3.00002284348011e-07
453,3.9998849388211966e-07,3.00002284348011e-07
454,4.00003045797348e-07,3.00002284348011e-07
455,4.00003045797348e-07,3.00002284348011e-07
456,4.00003045797348e-07,3.00002284348011e-07
457,4.00003045797348e-07,3.00002284348011e-07
458,4.00003045797348e-07,3.00002284348011e-07
459,4.00003045797348e-07,2.9998773243278265e-07
460,4.00003045797348e-07,2.00001522898674e-07
461,5.00003807246685e-07,2.00001522898674e-07
462,3.9998849388211966e-07,2.00001522898674e-07
463,4.00003045797348e-07,2.00001522898674e-07
464,4.00003045797348e-07,2.00001522898674e-07
465,3.9998849388211966e-07,2.00001522898674e-07
466,4.00003045797348e-07,2.00001522898674e-07
467,4.00003045797348e-07,3.00002284348011e-07
468,4.00003045797348e-07,3.00002284348011e-07
469,4.00003045797348e-07,2.9998773243278265e-07
470,4.00003045797348e-07,3.00002284348011e-07
471,4.00003045797348e-07,3.00002284348011e-07
472,3.9998849388211966e-07,3.00002284348011e-07
473,4.00003045797348e-07,3.00002284348011e-07
474,4.00003045797348e-07,2.9998773243278265e-07
475,3.9998849388211966e-07,3.00002284348011e-07
476,4.00003045797348e-07,3.00002284348011e-07
477,5.00003807246685e-07,3.00002284348011e-07
478,3.9998849388211966e-07,3.00002284348011e-07
479,4.00003045797348e-07,2.9998773243278265e-07
480,4.00003045797348e-07,3.00002284348011e-07
481,4.00003045797348e-07,3.00002284348011e-07
482,5.00003807246685e-07,3.00002284348011e-07
483,4.00003045797348e-07,3.00002284348011e-07
484,1.4999968698248267e-06,3.00002284348011e-07
485,4.00003045797348e-07,3.00002284348011e-07
486,3.9998849388211966e-07,3.00002284348011e-07
487,4.00003045797348e-07,3.00002284348011e-07
488,5.00003807246685e-07,2.00001522898674e-07
489,4.00003045797348e-07,3.00002284348011e-07
490,4.00003045797348e-07,2.00001522898674e-07
491,4.00003045797348e-07,2.00001522898674e-07
492,4.00003045797348e-07,2.00001522898674e-07
493,4.00003045797348e-07,2.9998773243278265e-07
494,5.00003807246685e-07,3.00002284348011e-07
495,4.00003045797348e-07,3.00002284348011e-07
496,3.9998849388211966e-07,3.00002284348011e-07
497,4.00003045797348e-07,2.00001522898674e-07
498,4.00003045797348e-07,1.9998697098344564e-07
499,4.00003045797348e-07,2.00001522898674e-07
500,4.00003045797348e-07,2.00001522898674e-07
501,4.00003045797348e-07,3.00002284348011e-07
502,4.00003045797348e-07,3.00002284348011e-07
503,4.999892553314567e-07,2.9998773243278265e-07
504,4.00003045797348e-07,1.300009898841381e-06
505,4.00003045797348e-07,2.9998773243278265e-07
506,3.9998849388211966e-07,3.00002284348011e-07
507,4.00003045797348e-07,3.00002284348011e-07
508,4.00003045797348e-07,4.00003045797348e-07
509,3.9998849388211966e-07,3.00002284348011e-07
510,5.00003807246685e-07,2.9998773243278265e-07
511,4.00003045797348e-07,3.00002284348011e-07
512,3.9998849388211966e-07,3.00002284348011e-07
513,4.00003045797348e-07,3.00002284348011e-07
514,4.00003045797348e-07,3.00002284348011e-07
515,4.00003045797348e-07,3.00002284348011e-07
516,4.00003045797348e-07,3.00002284348011e-07
517,4.00003045797348e-07,3.00002284348011e-07
518,5.00003807246685e-07,3.00002284348011e-07
519,3.9998849388211966e-07,2.9998773243278265e-07
520,4.00003045797348e-07,3.00002284348011e-07
521,4.00003045797348e-07,3.00002284348011e-07
522,3.00002284348011e-07,2.00001522898674e-07
523,4.00003045797348e-07,2.9998773243278265e-07
524,4.00003045797348e-07,2.00001522898674e-07
525,4.00003045797348e-07,3.00002284348011e-07
526,4.00003045797348e-07,3.00002284348011e-07
527,4.00003045797348e-07,2.00001522898674e-07
528,3.9998849388211966e-07,2.00001522898674e-07
529,4.00003045797348e-07,2.00001522898674e-07
530,5.00003807246685e-07,2.00001522898674e-07
531,3.9998849388211966e-07,2.00001522898674e-07
532,4.00003045797348e-07,3.00002284348011e-07
533,4.00003045797348e-07,3.00002284348011e-07
534,3.9998849388211966e-07,3.00002284348011e-07
535,4.00003045797348e-07,3.00002284348011e-07
536,4.00003045797348e-07,3.00002284348011e-07
537,4.00003045797348e-07,2.9998773243278265e-07
538,4.00003045797348e-07,3.00002284348011e-07
539,4.00003045797348e-07,3.00002284348011e-07
540,4.00003045797348e-07,3.00002284348011e-07
541,3.9998849388211966e-07,3.00002284348011e-07
542,4.00003045797348e-07,2.9998773243278265e-07
543,4.00003045797348e-07,3.00002284348011e-07
544,3.9998849388211966e-07,3.00002284348011e-07
545,4.00003045797348e-07,3.00002284348011e-07
546,4.00003045797348e-07,3.00002284348011e-07
547,4.00003045797348e-07,2.9998773243278265e-07
548,4.00003045797348e-07,3.00002284348011e-07
549,5.00003807246685e-07,3.00002284348011e-07
550,4.00003045797348e-07,3.00002284348011e-07
551,3.9998849388211966e-07,3.00002284348011e-07
552,4.00003045797348e-07,2.9998773243278265e-07
553,4.00003045797348e-07,3.00002284348011e-07
554,4.999892553314567e-07,3.00002284348011e-07
555,4.00003045797348e-07,2.00001522898674e-07
556,4.00003045797348e-07,2.00001522898674e-07
557,4.00003045797348e-07,2.00001522898674e-07
558,4.00003045797348e-07,2.00001522898674e-07
559,4.00003045797348e-07,3.00002284348011e-07
560,4.00003045797348e-07,3.00002284348011e-07
561,3.9998849388211966e-07,3.00002284348011e-07
562,4.00003045797348e-07,3.00002284348011e-07
563,5.00003807246685e-07,3.00002284348011e-07
564,3.9998849388211966e-07,3.00002284348011e-07
565,4.00003045797348e-07,3.00002284348011e-07
566,4.00003045797348e-07,2.9998773243278265e-07
567,3.9998849388211966e-07,3.00002284348011e-07
568,4.00003045797348e-07,3.00002284348011e-07
569,4.00003045797348e-07,3.00002284348011e-07
570,4.00003045797348e-07,3.00002284348011e-07
571,4.00003045797348e-07,2.9998773243278265e-07
572,4.00003045797348e-07,3.00002284348011e-07
573,4.00003045797348e-07,3.00002284348011e-07
