Trial,Greedy Size,Greedy Time,Random Size,Random Time,Maximal Size,Maximal Time
209,48,0.0001151999895228073,51,0.00010800000745803118,52,8.709999383427203e-05
210,46,0.00011260001338087022,48,0.00012100000458303839,51,0.0001463999942643568
211,49,0.00014859999646432698,52,0.00011439999798312783,51,9.300000965595245e-05
212,49,0.0001297999988310039,54,0.00011579999409150332,53,9.349999891128391e-05
213,48,0.00011820001236628741,50,0.00011020000965800136,51,9.000000136438757e-05
214,52,0.00011439999798312783,53,0.00010790000669658184,51,8.3099992480129e-05
215,46,0.00011100000119768083,47,0.00010490001295693219,50,8.240000170189887e-05
216,50,0.00012080000306013972,53,0.00011180000728927553,52,8.97999998414889e-05
217,48,0.00011320000339765102,52,0.00010750000365078449,51,8.240000170189887e-05
218,49,0.00011380000796634704,53,0.00010639999527484179,51,8.539999544154853e-05
219,50,0.00011269999959040433,48,0.00010520000068936497,51,8.22000001790002e-05
220,50,0.000119399992399849,50,0.00011310000263620168,49,8.310000703204423e-05
221,53,0.00011399999493733048,53,0.00010489999840501696,54,8.290000550914556e-05
222,49,0.00014930000179447234,51,0.00010940000356640667,51,9.010000212583691e-05
223,51,0.00011789999553002417,52,0.00010980000661220402,51,8.779999916441739e-05
224,48,0.00011189999349880964,48,0.00010689999908208847,51,8.150000940077007e-05
225,44,0.00024110000231303275,50,0.00019580000662244856,49,0.0001453000004403293
226,48,0.00016399999731220305,52,0.00011779999476857483,52,0.00013210000179242343
227,51,0.00014340000052470714,49,0.00011440001253504306,51,9.950000094249845e-05
228,52,0.00012089998926967382,54,0.00011170000652782619,53,9.089999366551638e-05
229,50,0.00011590000940486789,52,0.00010859999747481197,54,8.709999383427203e-05
230,51,0.00011559999256860465,50,0.00010859999747481197,49,8.92000098247081e-05
231,51,0.00011629999789875001,55,0.00010810000821948051,52,8.719999459572136e-05
232,48,0.00011300000187475234,50,0.00011930000619031489,53,9.089999366551638e-05
233,48,0.00011500000255182385,52,0.00010619999375194311,50,8.189999789465219e-05
234,52,0.00011940000695176423,50,0.00010979999206028879,52,8.710000838618726e-05
235,47,0.00011499998799990863,49,0.00010820000898092985,51,8.589999924879521e-05
236,50,0.00011380000796634704,53,0.00010879999899771065,50,8.390001312363893e-05
237,50,0.00011330000415910035,52,0.00010770000517368317,50,8.199999865610152e-05
238,47,0.0001697999978205189,50,0.00014089999604038894,53,0.0001782000035746023
239,49,0.00016399999731220305,50,0.00011700000322889537,51,9.519999730400741e-05
240,48,0.00012510000669863075,55,0.00011079999967478216,52,8.759999764151871e-05
241,47,0.00011549999180715531,52,0.0001066999975591898,53,8.800000068731606e-05
242,51,0.00011419999646022916,52,0.00010980000661220402,50,8.829998841974884e-05
243,49,0.00011860000086016953,51,0.00010959999053739011,52,9.23000043258071e-05
244,51,0.00011579999409150332,50,0.00011029999586753547,54,8.690000686328858e-05
245,47,0.0001154000055976212,50,0.00010800000745803118,47,8.240000170189887e-05
246,51,0.00011589999485295266,52,0.00010990000737365335,50,8.929999603424221e-05
247,49,0.00011680000170599669,50,0.0001075999898603186,54,8.720000914763659e-05
248,50,0.0001145999995060265,51,0.00010750000365078449,52,8.460000390186906e-05
249,45,0.00011419999646022916,47,0.00010689999908208847,46,8.530000923201442e-05
250,51,0.00011680000170599669,52,0.00011079999967478216,51,8.929999603424221e-05
251,52,0.00011900000390596688,55,0.00011420001101214439,53,9.539999882690609e-05
252,48,0.00013690000923816115,53,0.00011250001261942089,53,9.359999967273325e-05
253,49,0.00012060000153724104,50,0.00010879999899771065,54,8.759999764151871e-05
254,50,0.00012620000052265823,49,0.00011190000805072486,51,9.029998909682035e-05
255,45,0.0001196000084746629,49,0.00011239999730605632,50,8.779999916441739e-05
256,48,0.00011809999705292284,55,0.00011059999815188348,56,9.080000745598227e-05
257,48,0.00011500000255182385,53,0.00010830000974237919,53,8.820000221021473e-05
258,50,0.00012060000153724104,53,0.00010949998977594078,54,9.000000136438757e-05
259,46,0.00012589999823831022,51,0.00011280000035185367,52,8.869999146554619e-05
260,47,0.00011740000627469271,49,0.0001075999898603186,48,8.55999969644472e-05
261,49,0.00011740000627469271,49,0.00011069999891333282,52,8.909999451134354e-05
262,50,0.00011420001101214439,51,0.0001092999882530421,54,8.430000161752105e-05
263,50,0.00011530000483617187,51,0.00010879999899771065,52,8.55999969644472e-05
264,53,0.00011839999933727086,53,0.00011339999036863446,54,9.06000059330836e-05
265,49,0.0001660999987507239,52,0.0001568000006955117,50,0.00014390000433195382
266,50,0.00015990000974852592,53,0.00012209999840706587,50,0.0001016999885905534
267,50,0.00018590000399854034,52,0.00011819999781437218,52,9.869999485090375e-05
268,51,0.00012660000356845558,53,0.00011239999730605632,53,9.030000364873558e-05
269,50,0.00011909999011550099,48,0.00011110000195913017,53,8.859999070409685e-05
270,50,0.00011979999544564635,54,0.00010910000128205866,53,8.670000534038991e-05
271,45,0.00011300000187475234,48,0.0001058999914675951,51,8.50000069476664e-05
272,49,0.00012159999459981918,54,0.00010900000052060932,51,8.959999831859022e-05
273,47,0.00011819999781437218,51,0.00011339999036863446,51,9.139999747276306e-05
274,46,0.00011559999256860465,54,0.00011190000805072486,52,8.689999231137335e-05
275,49,0.0001145999995060265,50,0.00010710000060498714,51,8.460000390186906e-05
276,51,0.00011309998808428645,53,0.00010750000365078449,52,8.090000483207405e-05
277,52,0.00011920000542886555,54,0.00011210000957362354,54,9.289999434258789e-05
278,50,0.00011449999874457717,54,0.00011129998893011361,50,8.880000677891076e-05
279,48,0.0001542999962111935,53,0.0001277999981539324,54,9.980000322684646e-05
280,49,0.00011989999620709568,54,0.0001103000104194507,53,8.779999916441739e-05
281,46,0.00013059999037068337,52,0.00011419999646022916,52,0.00010010000551119447
282,46,0.00011639999866019934,51,0.00010859999747481197,50,8.669999078847468e-05
283,50,0.00011619999713730067,50,0.00010639999527484179,48,8.64000030560419e-05
284,50,0.00011700000322889537,53,0.00010859999747481197,53,8.929999603424221e-05
285,49,0.00012170000991318375,51,0.00010819999442901462,51,8.719999459572136e-05
286,48,0.00014509999891743064,52,0.0001581999968038872,54,0.00012379999679978937
287,49,0.0001542999962111935,51,0.00013889999536331743,49,9.020000288728625e-05
288,49,0.0001697000116109848,53,0.000152900000102818,51,9.190000128000975e-05
289,49,0.00018900001305155456,53,0.00015530000382568687,53,9.620000491850078e-05
290,46,0.00021739999647252262,49,0.00012229999992996454,52,0.0001336999994236976
291,51,0.0002831999881891534,48,0.0001996000064536929,50,0.00017630000365898013
292,48,0.00028839999868068844,51,0.00024959999427665025,50,0.00021660000493284315
293,47,0.00040249999437946826,49,0.0003654000029200688,49,0.00025800000003073364
294,49,0.00023330000112764537,49,0.00019069999689236283,50,0.00014420000661630183
295,48,0.00027380000392440706,53,0.00020510000467766076,54,0.00013810000382363796
296,50,0.0002849999873433262,51,0.0002604000037536025,52,0.00016569999570492655
297,49,0.00024410001060459763,55,0.00020400001085363328,51,0.00020399999630171806
298,53,0.00031289999606087804,52,0.00032029999420046806,50,0.00027749998844228685
299,50,0.00035960000241175294,50,0.00015919998986646533,52,0.0001694000093266368
300,48,0.0002531999925849959,51,0.00026889999571722,50,0.00016020001203287393
301,47,0.0001618999958736822,49,0.00013519999629352242,47,0.00011770000855904073
302,52,0.00018339999951422215,52,0.0001303000026382506,50,0.00013309999485500157
303,49,0.00019580000662244856,49,0.00018689999706111848,51,0.0002148000057786703
304,50,0.0001686999894445762,51,0.00012480000441428274,53,0.00011110000195913017
305,50,0.00018200000340584666,53,0.00018780000391416252,53,0.00020290000247769058
306,49,0.0004613999917637557,53,0.00025579999783076346,51,0.00019189999147783965
307,49,0.00015629999688826501,50,0.00012769999739248306,50,0.00010600000678095967
308,49,0.00018869999621529132,53,0.00022560000070370734,51,0.00021840000408701599
309,49,0.00037900000461377203,50,0.00016630000027362257,50,0.00017600000137463212
310,50,0.0002775000029942021,53,0.00032669999927747995,51,0.0002486000012140721
311,48,0.0002773000014713034,50,0.0002598999999463558,53,0.00019780000729952008
312,49,0.00026080000679939985,51,0.00026009998691733927,49,0.0001996000064536929
313,51,0.00029910000739619136,52,0.00027269999554846436,55,0.00020389999554026872
314,48,0.00023520000104326755,53,0.0001429999974789098,53,0.00015160000475589186
315,52,0.00018529999942984432,53,0.00015700000221841037,51,0.00011770000855904073
316,51,0.0001438000035705045,53,0.00012959999730810523,52,0.00010340000153519213
317,51,0.00021479999122675508,52,0.00014309999824035913,55,0.0001638999965507537
318,50,0.00024259999918285757,51,0.00033490000350866467,51,0.00020340000628493726
319,50,0.00013080000644549727,50,0.00011850000009872019,52,0.00010679999832063913
320,47,0.0001483999949414283,49,0.00015079999866429716,48,0.00011850000009872019
321,45,0.00013220000255387276,52,0.00012490000517573208,51,0.00010010000551119447
322,51,0.00016090000281110406,54,0.00020419999782461673,50,0.00016759999562054873
323,49,0.00025769999774638563,50,0.00020739999308716506,52,0.00017179999849759042
324,49,0.0001939999929163605,53,0.00014740000187885016,52,0.00011969999468419701
325,47,0.00023809999402146786,52,0.00019130000146105886,52,0.00017839999054558575
326,47,0.00017840000509750098,50,0.00016580001101829112,50,0.00014150000060908496
327,48,0.00020769999537151307,51,0.000185500000952743,51,0.0001385000068694353
328,49,0.00012140000762883574,48,0.0001429999974789098,50,0.00017749999824445695
329,48,0.000149500003317371,51,0.00012789999891538173,51,0.00010029999248217791
330,49,0.00011539999104570597,51,0.00010770000517368317,54,8.749999688006938e-05
331,50,0.00012250000145286322,51,0.00011139998969156295,52,9.070000669453293e-05
332,50,0.00011359999189153314,48,0.00010760000441223383,52,0.00010540000221226364
333,48,0.00023210000654216856,51,0.00019109999993816018,49,0.00014370000280905515
334,48,0.00021769999875687063,48,0.0001697999978205189,52,0.00011209999502170831
335,51,0.00012579999747686088,52,0.00011280000035185367,51,0.00010910000128205866
336,49,0.00012040000001434237,52,0.00011130000348202884,52,8.89999937498942e-05
337,47,0.00011220001033507288,51,0.00010489999840501696,51,8.169999637175351e-05
338,47,0.00011749999248422682,52,0.00011050001194234937,52,8.630000229459256e-05
339,45,0.0001145000132964924,50,0.00010750000365078449,48,8.539999544154853e-05
340,47,0.0001137000072048977,51,0.00010639999527484179,52,8.369999704882503e-05
341,52,0.00011670000094454736,52,0.00010949998977594078,53,8.860000525601208e-05
342,51,0.00011949999316129833,55,0.000112900001113303,52,9.40000027185306e-05
343,48,0.0001188000023830682,48,0.00011080001422669739,53,8.910000906325877e-05
344,47,0.0001362000039080158,50,0.00011149999045301229,53,8.830000297166407e-05
345,49,0.00011740000627469271,53,0.00010730000212788582,53,8.589999924879521e-05
346,48,0.00014180000289343297,53,0.00011350000568199903,50,9.549999958835542e-05
347,49,0.00014519999967887998,55,0.0001269999920623377,52,0.00010070001007989049
348,50,0.00012260000221431255,50,0.00011140000424347818,53,9.010000212583691e-05
349,46,0.0001247000036528334,51,0.00011300000187475234,51,0.00013719999697059393
350,49,0.00018590000399854034,49,0.0002401999954599887,51,0.00019189999147783965
351,49,0.0002829000004567206,52,0.00029129999165888876,54,0.00027350000164005905
352,46,0.00025350000942125916,50,0.00021370001195464283,52,0.0001812999980757013
353,49,0.0003282999969087541,53,0.00032079999800771475,52,0.0002494999935152009
354,46,0.00031550000130664557,50,0.0002582000015536323,53,0.00020619999850168824
355,47,0.00030359999800566584,52,0.0003288000007160008,52,0.0002447000006213784
356,48,0.00014119999832473695,52,0.00012419999984558672,50,0.0001024999946821481
357,48,0.0001176999940071255,50,0.00010830000974237919,51,8.910000906325877e-05
